MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
200000014,2024-05-31T12:42:00,32.37969,32.17287,6.9,301.6,301,MV SYNTH-014,IMO9548698,HOYS,52,0,307,44,11.7,Tug,A
200000016,2024-05-31T12:42:00,31.34563,34.23472,15.3,92.3,92,MV SYNTH-016,IMO9992461,FFKY,60,0,238,30,14.9,Passenger,A
200000017,2024-05-31T12:42:00,31.53334,33.87218,9.9,60.0,60,MV SYNTH-017,IMO9481833,AWSR,52,0,147,18,13.8,Tug,A
200000018,2024-05-31T12:42:00,30.94248,32.58236,21.3,278.7,278,MV SYNTH-018,IMO9240806,VMIX,60,0,168,22,7.8,Passenger,A
200000019,2024-05-31T12:42:00,33.60066,33.99278,18.4,161.7,161,MV SYNTH-019,IMO9951095,IISM,60,0,216,27,8.6,Passenger,A
200000020,2024-05-31T12:42:00,32.35943,30.80135,5.3,105.7,105,MV SYNTH-020,IMO9854356,GMXJ,30,0,327,47,6.8,Fishing,A
200000021,2024-05-31T12:42:00,33.14209,36.33175,10.8,255.9,255,MV SYNTH-021,IMO9265217,MCTB,80,0,203,28,17.2,Tanker,A
200000024,2024-05-31T12:42:00,33.88577,32.74318,13.7,127.3,127,MV SYNTH-024,IMO9825180,LGWO,80,0,108,14,17.1,Tanker,A
200000025,2024-05-31T12:42:00,34.55045,35.86121,11.3,75.3,75,MV SYNTH-025,IMO9490353,KYLQ,80,0,109,14,10.9,Tanker,A
200000026,2024-05-31T12:42:00,34.08835,35.0487,9.8,267.6,267,MV SYNTH-026,IMO9865335,XCPL,80,0,279,39,14.3,Tanker,A
200000028,2024-05-31T12:42:00,34.27771,32.75467,7.8,186.6,186,MV SYNTH-028,IMO9471924,DZER,52,0,322,40,14.4,Tug,A
200000029,2024-05-31T12:42:00,31.7989,33.06739,11.9,233.5,233,MV SYNTH-029,IMO9277800,ZVZG,70,0,172,24,15.6,Cargo,A
200000030,2024-05-31T12:42:00,33.47449,35.36491,10.7,262.5,262,MV SYNTH-030,IMO9195314,IOJT,80,0,108,16,14.9,Tanker,A
200000032,2024-05-31T12:42:00,31.15984,31.63692,10.6,54.2,54,MV SYNTH-032,IMO9334780,DIWY,52,0,310,45,16.4,Tug,A
200000033,2024-05-31T12:42:00,34.00318,32.67825,10.4,240.7,240,MV SYNTH-033,IMO9764200,TRRM,80,0,205,29,11.5,Tanker,A
200000034,2024-05-31T12:42:00,33.90986,33.25775,15.1,230.4,230,MV SYNTH-034,IMO9952752,HKGH,70,0,184,25,10.7,Cargo,A
200000035,2024-05-31T12:42:00,32.03559,34.25347,19.1,226.5,226,MV SYNTH-035,IMO9202511,VCMO,60,0,294,38,8.4,Passenger,A
200000038,2024-05-31T12:42:00,32.63792,33.70565,8.8,191.1,191,MV SYNTH-038,IMO9904814,YJNJ,30,0,159,22,16.8,Fishing,A
200000039,2024-05-31T12:42:00,31.40758,33.32291,8.0,5.6,5,MV SYNTH-039,IMO9557350,JVEL,52,0,219,34,10.1,Tug,A
412345678,2024-05-31T12:42:00,33.19353,36.91243,12.3,251.9,251,MT SYNTH-SUSPECT,IMO9066172,GMLQ,80,0,124,18,15.6,Tanker,A
200000000,2024-05-31T12:48:00,30.88085,35.61906,11.5,271.3,271,MV SYNTH-000,IMO9256787,FTRX,70,0,253,31,14.9,Cargo,A
200000001,2024-05-31T12:48:00,31.34322,35.21525,18.6,331.6,331,MV SYNTH-001,IMO9485000,JSCP,60,0,99,13,15.2,Passenger,A
200000002,2024-05-31T12:48:00,31.89708,33.06754,12.9,62.6,62,MV SYNTH-002,IMO9122322,EFAD,80,0,194,27,14.4,Tanker,A
200000003,2024-05-31T12:48:00,31.28303,31.4785,10.6,14.0,14,MV SYNTH-003,IMO9317919,IBAH,52,0,159,22,9.1,Tug,A
200000005,2024-05-31T12:48:00,31.42115,32.16309,5.4,82.1,82,MV SYNTH-005,IMO9598517,INKB,30,0,180,22,12.6,Fishing,A
200000006,2024-05-31T12:48:00,31.71901,33.94638,6.8,201.2,201,MV SYNTH-006,IMO9560766,HYFT,30,0,230,31,12.7,Fishing,A
200000007,2024-05-31T12:48:00,33.65614,33.1072,15.0,29.9,29,MV SYNTH-007,IMO9339209,TNBB,70,0,107,14,17.2,Cargo,A
200000008,2024-05-31T12:48:00,32.20971,33.8336,14.3,103.6,103,MV SYNTH-008,IMO9934085,GMZC,70,0,217,33,10.4,Cargo,A
200000009,2024-05-31T12:48:00,34.21774,36.45265,4.6,230.2,230,MV SYNTH-009,IMO9258033,VGOY,30,0,152,23,12.6,Fishing,A
200000010,2024-05-31T12:48:00,34.06564,35.379,15.6,233.9,233,MV SYNTH-010,IMO9507365,WJAD,70,0,158,19,14.7,Cargo,A
200000011,2024-05-31T12:48:00,33.03395,36.3209,15.8,13.6,13,MV SYNTH-011,IMO9526451,SYNT,60,0,247,38,8.6,Passenger,A
200000012,2024-05-31T12:48:00,32.04959,32.88259,11.8,333.6,333,MV SYNTH-012,IMO9312397,MYJL,80,0,323,51,11.3,Tanker,A
200000013,2024-05-31T12:48:00,32.25692,30.58849,10.2,40.4,40,MV SYNTH-013,IMO9775286,HCEC,80,0,113,18,8.4,Tanker,A
200000014,2024-05-31T12:48:00,32.38437,32.16144,6.6,298.7,298,MV SYNTH-014,IMO9548698,HOYS,52,0,307,44,11.7,Tug,A
200000016,2024-05-31T12:48:00,31.34383,34.26555,15.4,93.6,93,MV SYNTH-016,IMO9992461,FFKY,60,0,238,30,14.9,Passenger,A
200000018,2024-05-31T12:48:00,30.95149,32.54143,21.6,282.9,282,MV SYNTH-018,IMO9240806,VMIX,60,0,168,22,7.8,Passenger,A
200000019,2024-05-31T12:48:00,33.57092,34.00396,18.4,162.5,162,MV SYNTH-019,IMO9951095,IISM,60,0,216,27,8.6,Passenger,A
200000020,2024-05-31T12:48:00,32.35723,30.81173,5.8,103.7,103,MV SYNTH-020,IMO9854356,GMXJ,30,0,327,47,6.8,Fishing,A
200000021,2024-05-31T12:48:00,33.13881,36.3103,10.8,256.4,256,MV SYNTH-021,IMO9265217,MCTB,80,0,203,28,17.2,Tanker,A
200000024,2024-05-31T12:48:00,33.87237,32.76314,13.7,130.2,130,MV SYNTH-024,IMO9825180,LGWO,80,0,108,14,17.1,Tanker,A
200000025,2024-05-31T12:48:00,34.55742,35.88389,11.6,71.9,71,MV SYNTH-025,IMO9490353,KYLQ,80,0,109,14,10.9,Tanker,A
200000026,2024-05-31T12:48:00,34.08547,35.02814,10.0,267.6,267,MV SYNTH-026,IMO9865335,XCPL,80,0,279,39,14.3,Tanker,A
200000028,2024-05-31T12:48:00,34.2653,32.75319,7.2,183.5,183,MV SYNTH-028,IMO9471924,DZER,52,0,322,40,14.4,Tug,A
200000029,2024-05-31T12:48:00,31.78813,33.05014,11.2,232.3,232,MV SYNTH-029,IMO9277800,ZVZG,70,0,172,24,15.6,Cargo,A
200000030,2024-05-31T12:48:00,33.47295,35.34453,10.3,264.3,264,MV SYNTH-030,IMO9195314,IOJT,80,0,108,16,14.9,Tanker,A
200000032,2024-05-31T12:48:00,31.16899,31.65305,10.3,52.3,52,MV SYNTH-032,IMO9334780,DIWY,52,0,310,45,16.4,Tug,A
200000033,2024-05-31T12:48:00,33.99593,32.6604,9.9,241.8,241,MV SYNTH-033,IMO9764200,TRRM,80,0,205,29,11.5,Tanker,A
200000034,2024-05-31T12:48:00,33.8935,33.23377,15.0,228.1,228,MV SYNTH-034,IMO9952752,HKGH,70,0,184,25,10.7,Cargo,A
200000035,2024-05-31T12:48:00,32.01426,34.22626,19.2,230.5,230,MV SYNTH-035,IMO9202511,VCMO,60,0,294,38,8.4,Passenger,A
200000038,2024-05-31T12:48:00,32.62355,33.70161,8.7,192.1,192,MV SYNTH-038,IMO9904814,YJNJ,30,0,159,22,16.8,Fishing,A
200000039,2024-05-31T12:48:00,31.42079,33.32357,8.3,7.6,7,MV SYNTH-039,IMO9557350,JVEL,52,0,219,34,10.1,Tug,A
412345678,2024-05-31T12:48:00,33.18687,36.8889,11.6,249.0,249,MT SYNTH-SUSPECT,IMO9066172,GMLQ,80,0,124,18,15.6,Tanker,A
200000000,2024-05-31T12:54:00,30.88159,35.59831,10.9,272.0,272,MV SYNTH-000,IMO9256787,FTRX,70,0,253,31,14.9,Cargo,A
200000001,2024-05-31T12:54:00,31.3727,35.19935,18.8,334.2,334,MV SYNTH-001,IMO9485000,JSCP,60,0,99,13,15.2,Passenger,A
200000002,2024-05-31T12:54:00,31.90797,33.09071,12.8,63.7,63,MV SYNTH-002,IMO9122322,EFAD,80,0,194,27,14.4,Tanker,A
200000003,2024-05-31T12:54:00,31.29999,31.48155,10.5,10.6,10,MV SYNTH-003,IMO9317919,IBAH,52,0,159,22,9.1,Tug,A
200000005,2024-05-31T12:54:00,31.42138,32.17273,4.9,79.3,79,MV SYNTH-005,IMO9598517,INKB,30,0,180,22,12.6,Fishing,A
200000006,2024-05-31T12:54:00,31.70879,33.94124,7.1,201.9,201,MV SYNTH-006,IMO9560766,HYFT,30,0,230,31,12.7,Fishing,A
200000007,2024-05-31T12:54:00,33.6788,33.12281,15.5,30.5,30,MV SYNTH-007,IMO9339209,TNBB,70,0,107,14,17.2,Cargo,A
200000008,2024-05-31T12:54:00,32.20301,33.86038,14.5,109.4,109,MV SYNTH-008,IMO9934085,GMZC,70,0,217,33,10.4,Cargo,A
200000009,2024-05-31T12:54:00,34.21134,36.44486,4.7,229.6,229,MV SYNTH-009,IMO9258033,VGOY,30,0,152,23,12.6,Fishing,A
200000010,2024-05-31T12:54:00,34.05077,35.3515,16.0,234.5,234,MV SYNTH-010,IMO9507365,WJAD,70,0,158,19,14.7,Cargo,A
200000011,2024-05-31T12:54:00,33.06056,36.32767,15.9,12.8,12,MV SYNTH-011,IMO9526451,SYNT,60,0,247,38,8.6,Passenger,A
200000012,2024-05-31T12:54:00,32.06591,32.87287,11.8,336.0,336,MV SYNTH-012,IMO9312397,MYJL,80,0,323,51,11.3,Tanker,A
200000013,2024-05-31T12:54:00,32.26982,30.60204,10.1,39.3,39,MV SYNTH-013,IMO9775286,HCEC,80,0,113,18,8.4,Tanker,A
200000014,2024-05-31T12:54:00,32.39039,32.1501,6.8,303.3,303,MV SYNTH-014,IMO9548698,HOYS,52,0,307,44,11.7,Tug,A
200000016,2024-05-31T12:54:00,31.341,34.29308,15.7,91.5,91,MV SYNTH-016,IMO9992461,FFKY,60,0,238,30,14.9,Passenger,A
200000018,2024-05-31T12:54:00,30.95766,32.50149,21.3,281.5,281,MV SYNTH-018,IMO9240806,VMIX,60,0,168,22,7.8,Passenger,A
200000019,2024-05-31T12:54:00,33.54177,34.01628,18.6,163.6,163,MV SYNTH-019,IMO9951095,IISM,60,0,216,27,8.6,Passenger,A
200000020,2024-05-31T12:54:00,32.35426,30.8239,5.2,104.8,104,MV SYNTH-020,IMO9854356,GMXJ,30,0,327,47,6.8,Fishing,A
200000021,2024-05-31T12:54:00,33.1355,36.29012,10.4,259.2,259,MV SYNTH-021,IMO9265217,MCTB,80,0,203,28,17.2,Tanker,A
200000024,2024-05-31T12:54:00,33.8585,32.78554,13.6,128.3,128,MV SYNTH-024,IMO9825180,LGWO,80,0,108,14,17.1,Tanker,A
200000025,2024-05-31T12:54:00,34.56179,35.90562,11.2,73.2,73,MV SYNTH-025,IMO9490353,KYLQ,80,0,109,14,10.9,Tanker,A
200000026,2024-05-31T12:54:00,34.08543,35.0079,10.4,267.6,267,MV SYNTH-026,IMO9865335,XCPL,80,0,279,39,14.3,Tanker,A
200000028,2024-05-31T12:54:00,34.25315,32.75187,7.4,184.5,184,MV SYNTH-028,IMO9471924,DZER,52,0,322,40,14.4,Tug,A
200000029,2024-05-31T12:54:00,31.77664,33.0309,11.6,232.6,232,MV SYNTH-029,IMO9277800,ZVZG,70,0,172,24,15.6,Cargo,A
200000030,2024-05-31T12:54:00,33.46965,35.32323,10.4,262.7,262,MV SYNTH-030,IMO9195314,IOJT,80,0,108,16,14.9,Tanker,A
200000032,2024-05-31T12:54:00,31.18026,31.6689,10.8,53.7,53,MV SYNTH-032,IMO9334780,DIWY,52,0,310,45,16.4,Tug,A
200000033,2024-05-31T12:54:00,33.98777,32.64284,10.6,240.7,240,MV SYNTH-033,IMO9764200,TRRM,80,0,205,29,11.5,Tanker,A
200000034,2024-05-31T12:54:00,33.87728,33.21138,14.5,229.1,229,MV SYNTH-034,IMO9952752,HKGH,70,0,184,25,10.7,Cargo,A
200000035,2024-05-31T12:54:00,31.9938,34.1992,19.1,231.1,231,MV SYNTH-035,IMO9202511,VCMO,60,0,294,38,8.4,Passenger,A
200000038,2024-05-31T12:54:00,32.60937,33.69723,8.6,196.3,196,MV SYNTH-038,IMO9904814,YJNJ,30,0,159,22,16.8,Fishing,A
200000039,2024-05-31T12:54:00,31.4343,33.32667,7.7,9.5,9,MV SYNTH-039,IMO9557350,JVEL,52,0,219,34,10.1,Tug,A
412345678,2024-05-31T12:54:00,33.18082,36.86619,12.2,252.9,252,MT SYNTH-SUSPECT,IMO9066172,GMLQ,80,0,124,18,15.6,Tanker,A
200000000,2024-05-31T13:00:00,30.8811,35.57714,11.5,271.6,271,MV SYNTH-000,IMO9256787,FTRX,70,0,253,31,14.9,Cargo,A
200000001,2024-05-31T13:00:00,31.40153,35.18355,19.1,336.0,336,MV SYNTH-001,IMO9485000,JSCP,60,0,99,13,15.2,Passenger,A
200000002,2024-05-31T13:00:00,31.91733,33.1144,13.1,65.6,65,MV SYNTH-002,IMO9122322,EFAD,80,0,194,27,14.4,Tanker,A
200000003,2024-05-31T13:00:00,31.31634,31.48614,10.7,15.9,15,MV SYNTH-003,IMO9317919,IBAH,52,0,159,22,9.1,Tug,A
200000005,2024-05-31T13:00:00,31.42241,32.18254,5.0,82.5,82,MV SYNTH-005,IMO9598517,INKB,30,0,180,22,12.6,Fishing,A
200000006,2024-05-31T13:00:00,31.69836,33.93714,7.1,200.8,200,MV SYNTH-006,IMO9560766,HYFT,30,0,230,31,12.7,Fishing,A
200000007,2024-05-31T13:00:00,33.70129,33.13594,15.1,25.3,25,MV SYNTH-007,IMO9339209,TNBB,70,0,107,14,17.2,Cargo,A
200000008,2024-05-31T13:00:00,32.19585,33.88699,14.4,106.6,106,MV SYNTH-008,IMO9934085,GMZC,70,0,217,33,10.4,Cargo,A
200000009,2024-05-31T13:00:00,34.20675,36.43749,5.1,230.8,230,MV SYNTH-009,IMO9258033,VGOY,30,0,152,23,12.6,Fishing,A
200000010,2024-05-31T13:00:00,34.03753,35.32602,15.4,239.1,239,MV SYNTH-010,IMO9507365,WJAD,70,0,158,19,14.7,Cargo,A
200000011,2024-05-31T13:00:00,33.08706,36.33496,16.0,11.6,11,MV SYNTH-011,IMO9526451,SYNT,60,0,247,38,8.6,Passenger,A
200000012,2024-05-31T13:00:00,32.08402,32.86245,11.6,332.3,332,MV SYNTH-012,IMO9312397,MYJL,80,0,323,51,11.3,Tanker,A
200000013,2024-05-31T13:00:00,32.28283,30.61523,10.1,41.2,41,MV SYNTH-013,IMO9775286,HCEC,80,0,113,18,8.4,Tanker,A
200000014,2024-05-31T13:00:00,32.39602,32.13786,6.7,297.6,297,MV SYNTH-014,IMO9548698,HOYS,52,0,307,44,11.7,Tug,A
200000016,2024-05-31T13:00:00,31.34028,34.32532,15.5,96.5,96,MV SYNTH-016,IMO9992461,FFKY,60,0,238,30,14.9,Passenger,A
200000018,2024-05-31T13:00:00,30.96456,32.45965,21.0,280.5,280,MV SYNTH-018,IMO9240806,VMIX,60,0,168,22,7.8,Passenger,A
200000019,2024-05-31T13:00:00,33.51222,34.02682,19.0,161.4,161,MV SYNTH-019,IMO9951095,IISM,60,0,216,27,8.6,Passenger,A
200000020,2024-05-31T13:00:00,32.35284,30.83258,5.6,102.5,102,MV SYNTH-020,IMO9854356,GMXJ,30,0,327,47,6.8,Fishing,A
200000021,2024-05-31T13:00:00,33.13155,36.26882,10.5,257.3,257,MV SYNTH-021,IMO9265217,MCTB,80,0,203,28,17.2,Tanker,A
200000024,2024-05-31T13:00:00,33.8432,32.80444,13.4,131.8,131,MV SYNTH-024,IMO9825180,LGWO,80,0,108,14,17.1,Tanker,A
200000025,2024-05-31T13:00:00,34.56728,35.92808,11.5,70.1,70,MV SYNTH-025,IMO9490353,KYLQ,80,0,109,14,10.9,Tanker,A
200000026,2024-05-31T13:00:00,34.08364,34.98858,9.9,263.2,263,MV SYNTH-026,IMO9865335,XCPL,80,0,279,39,14.3,Tanker,A
200000028,2024-05-31T13:00:00,34.24096,32.75035,7.1,187.6,187,MV SYNTH-028,IMO9471924,DZER,52,0,322,40,14.4,Tug,A
200000029,2024-05-31T13:00:00,31.76651,33.0139,11.9,231.7,231,MV SYNTH-029,IMO9277800,ZVZG,70,0,172,24,15.6,Cargo,A
200000030,2024-05-31T13:00:00,33.46945,35.30398,10.2,261.6,261,MV SYNTH-030,IMO9195314,IOJT,80,0,108,16,14.9,Tanker,A
200000032,2024-05-31T13:00:00,31.19225,31.68461,10.4,52.5,52,MV SYNTH-032,IMO9334780,DIWY,52,0,310,45,16.4,Tug,A
200000033,2024-05-31T13:00:00,33.97935,32.62464,10.4,242.3,242,MV SYNTH-033,IMO9764200,TRRM,80,0,205,29,11.5,Tanker,A
200000034,2024-05-31T13:00:00,33.86577,33.19537,15.1,229.2,229,MV SYNTH-034,IMO9952752,HKGH,70,0,184,25,10.7,Cargo,A
200000035,2024-05-31T13:00:00,31.97438,34.17027,19.1,230.0,230,MV SYNTH-035,IMO9202511,VCMO,60,0,294,38,8.4,Passenger,A
200000038,2024-05-31T13:00:00,32.59376,33.69454,9.1,196.6,196,MV SYNTH-038,IMO9904814,YJNJ,30,0,159,22,16.8,Fishing,A
200000039,2024-05-31T13:00:00,31.44635,33.32885,8.0,6.8,6,MV SYNTH-039,IMO9557350,JVEL,52,0,219,34,10.1,Tug,A
412345678,2024-05-31T13:00:00,33.17475,36.84459,12.2,251.9,251,MT SYNTH-SUSPECT,IMO9066172,GMLQ,80,0,124,18,15.6,Tanker,A
200000000,2024-05-31T13:06:00,30.88268,35.55477,11.2,273.3,273,MV SYNTH-000,IMO9256787,FTRX,70,0,253,31,14.9,Cargo,A
200000001,2024-05-31T13:06:00,31.42808,35.16778,18.7,336.4,336,MV SYNTH-001,IMO9485000,JSCP,60,0,99,13,15.2,Passenger,A
200000002,2024-05-31T13:06:00,31.92755,33.13642,13.2,64.9,64,MV SYNTH-002,IMO9122322,EFAD,80,0,194,27,14.4,Tanker,A
200000003,2024-05-31T13:06:00,31.33466,31.49144,10.2,15.2,15,MV SYNTH-003,IMO9317919,IBAH,52,0,159,22,9.1,Tug,A
200000005,2024-05-31T13:06:00,31.42452,32.19191,4.9,83.3,83,MV SYNTH-005,IMO9598517,INKB,30,0,180,22,12.6,Fishing,A
200000006,2024-05-31T13:06:00,31.68832,33.93212,7.1,202.3,202,MV SYNTH-006,IMO9560766,HYFT,30,0,230,31,12.7,Fishing,A
200000007,2024-05-31T13:06:00,33.72308,33.15127,15.7,25.8,25,MV SYNTH-007,IMO9339209,TNBB,70,0,107,14,17.2,Cargo,A
200000008,2024-05-31T13:06:00,32.18915,33.91484,14.2,105.0,105,MV SYNTH-008,IMO9934085,GMZC,70,0,217,33,10.4,Cargo,A
200000009,2024-05-31T13:06:00,34.20068,36.43014,5.1,227.1,227,MV SYNTH-009,IMO9258033,VGOY,30,0,152,23,12.6,Fishing,A
200000010,2024-05-31T13:06:00,34.02323,35.30096,16.0,235.5,235,MV SYNTH-010,IMO9507365,WJAD,70,0,158,19,14.7,Cargo,A
200000011,2024-05-31T13:06:00,33.11239,36.34274,16.3,13.1,13,MV SYNTH-011,IMO9526451,SYNT,60,0,247,38,8.6,Passenger,A
200000012,2024-05-31T13:06:00,32.10133,32.8516,11.6,337.7,337,MV SYNTH-012,IMO9312397,MYJL,80,0,323,51,11.3,Tanker,A
200000013,2024-05-31T13:06:00,32.29497,30.6295,9.8,41.3,41,MV SYNTH-013,IMO9775286,HCEC,80,0,113,18,8.4,Tanker,A
200000014,2024-05-31T13:06:00,32.40169,32.12736,6.7,297.5,297,MV SYNTH-014,IMO9548698,HOYS,52,0,307,44,11.7,Tug,A
200000016,2024-05-31T13:06:00,31.33785,34.35429,15.3,97.1,97,MV SYNTH-016,IMO9992461,FFKY,60,0,238,30,14.9,Passenger,A
200000018,2024-05-31T13:06:00,30.97222,32.41942,21.5,281.3,281,MV SYNTH-018,IMO9240806,VMIX,60,0,168,22,7.8,Passenger,A
200000019,2024-05-31T13:06:00,33.48222,34.03983,18.8,162.3,162,MV SYNTH-019,IMO9951095,IISM,60,0,216,27,8.6,Passenger,A
200000020,2024-05-31T13:06:00,32.35023,30.84433,5.7,105.1,105,MV SYNTH-020,IMO9854356,GMXJ,30,0,327,47,6.8,Fishing,A
200000021,2024-05-31T13:06:00,33.12737,36.24875,10.6,255.9,255,MV SYNTH-021,IMO9265217,MCTB,80,0,203,28,17.2,Tanker,A
200000024,2024-05-31T13:06:00,33.82958,32.82486,13.5,128.7,128,MV SYNTH-024,IMO9825180,LGWO,80,0,108,14,17.1,Tanker,A
200000026,2024-05-31T13:06:00,34.08184,34.96891,10.4,265.6,265,MV SYNTH-026,IMO9865335,XCPL,80,0,279,39,14.3,Tanker,A
200000028,2024-05-31T13:06:00,34.22967,32.74905,7.4,188.1,188,MV SYNTH-028,IMO9471924,DZER,52,0,322,40,14.4,Tug,A
200000029,2024-05-31T13:06:00,31.75298,32.99475,11.6,233.3,233,MV SYNTH-029,IMO9277800,ZVZG,70,0,172,24,15.6,Cargo,A
200000030,2024-05-31T13:06:00,33.46644,35.28259,10.4,266.7,266,MV SYNTH-030,IMO9195314,IOJT,80,0,108,16,14.9,Tanker,A
200000032,2024-05-31T13:06:00,31.20243,31.70157,10.2,49.5,49,MV SYNTH-032,IMO9334780,DIWY,52,0,310,45,16.4,Tug,A
200000033,2024-05-31T13:06:00,33.97209,32.60704,10.2,239.6,239,MV SYNTH-033,IMO9764200,TRRM,80,0,205,29,11.5,Tanker,A
200000035,2024-05-31T13:06:00,31.9517,34.14256,19.2,227.5,227,MV SYNTH-035,IMO9202511,VCMO,60,0,294,38,8.4,Passenger,A
200000037,2024-05-31T13:06:00,32.0807,32.05499,9.9,111.1,111,MV SYNTH-037,IMO9252612,GSEJ,80,0,127,17,13.2,Tanker,A
200000038,2024-05-31T13:06:00,32.57988,33.68819,8.6,191.9,191,MV SYNTH-038,IMO9904814,YJNJ,30,0,159,22,16.8,Fishing,A
200000039,2024-05-31T13:06:00,31.46054,33.33032,7.8,5.9,5,MV SYNTH-039,IMO9557350,JVEL,52,0,219,34,10.1,Tug,A
412345678,2024-05-31T13:06:00,33.16819,36.82076,12.1,250.7,250,MT SYNTH-SUSPECT,IMO9066172,GMLQ,80,0,124,18,15.6,Tanker,A
200000000,2024-05-31T13:12:00,30.88357,35.5334,11.5,271.7,271,MV SYNTH-000,IMO9256787,FTRX,70,0,253,31,14.9,Cargo,A
200000001,2024-05-31T13:12:00,31.45677,35.15222,18.9,332.5,332,MV SYNTH-001,IMO9485000,JSCP,60,0,99,13,15.2,Passenger,A
200000002,2024-05-31T13:12:00,31.93778,33.1592,13.2,62.8,62,MV SYNTH-002,IMO9122322,EFAD,80,0,194,27,14.4,Tanker,A
200000003,2024-05-31T13:12:00,31.34999,31.49544,10.5,12.0,12,MV SYNTH-003,IMO9317919,IBAH,52,0,159,22,9.1,Tug,A
200000005,2024-05-31T13:12:00,31.42486,32.20247,4.8,83.9,83,MV SYNTH-005,IMO9598517,INKB,30,0,180,22,12.6,Fishing,A
200000006,2024-05-31T13:12:00,31.67758,33.92745,6.5,202.9,202,MV SYNTH-006,IMO9560766,HYFT,30,0,230,31,12.7,Fishing,A
200000007,2024-05-31T13:12:00,33.74574,33.16459,15.0,25.4,25,MV SYNTH-007,IMO9339209,TNBB,70,0,107,14,17.2,Cargo,A
200000008,2024-05-31T13:12:00,32.18184,33.94332,14.5,109.3,109,MV SYNTH-008,IMO9934085,GMZC,70,0,217,33,10.4,Cargo,A
200000009,2024-05-31T13:12:00,34.19451,36.42318,5.3,231.3,231,MV SYNTH-009,IMO9258033,VGOY,30,0,152,23,12.6,Fishing,A
200000010,2024-05-31T13:12:00,34.00963,35.27235,15.3,236.8,236,MV SYNTH-010,IMO9507365,WJAD,70,0,158,19,14.7,Cargo,A
200000011,2024-05-31T13:12:00,33.13882,36.34953,16.1,13.7,13,MV SYNTH-011,IMO9526451,SYNT,60,0,247,38,8.6,Passenger,A
200000012,2024-05-31T13:12:00,32.1183,32.8436,11.7,335.1,335,MV SYNTH-012,IMO9312397,MYJL,80,0,323,51,11.3,Tanker,A
200000013,2024-05-31T13:12:00,32.30689,30.64104,10.0,37.6,37,MV SYNTH-013,IMO9775286,HCEC,80,0,113,18,8.4,Tanker,A
200000014,2024-05-31T13:12:00,32.40664,32.11682,6.1,303.1,303,MV SYNTH-014,IMO9548698,HOYS,52,0,307,44,11.7,Tug,A
200000016,2024-05-31T13:12:00,31.33576,34.3831,15.7,94.6,94,MV SYNTH-016,IMO9992461,FFKY,60,0,238,30,14.9,Passenger,A
200000018,2024-05-31T13:12:00,30.97895,32.379,21.1,281.8,281,MV SYNTH-018,IMO9240806,VMIX,60,0,168,22,7.8,Passenger,A
200000019,2024-05-31T13:12:00,33.45157,34.05004,18.8,164.2,164,MV SYNTH-019,IMO9951095,IISM,60,0,216,27,8.6,Passenger,A
200000020,2024-05-31T13:12:00,32.34858,30.85265,5.9,105.0,105,MV SYNTH-020,IMO9854356,GMXJ,30,0,327,47,6.8,Fishing,A
200000021,2024-05-31T13:12:00,33.12312,36.22788,10.3,259.1,259,MV SYNTH-021,IMO9265217,MCTB,80,0,203,28,17.2,Tanker,A
200000024,2024-05-31T13:12:00,33.81562,32.84564,13.5,129.3,129,MV SYNTH-024,IMO9825180,LGWO,80,0,108,14,17.1,Tanker,A
200000026,2024-05-31T13:12:00,34.08018,34.94789,10.1,262.0,262,MV SYNTH-026,IMO9865335,XCPL,80,0,279,39,14.3,Tanker,A
200000028,2024-05-31T13:12:00,34.2166,32.74751,7.2,185.4,185,MV SYNTH-028,IMO9471924,DZER,52,0,322,40,14.4,Tug,A
200000029,2024-05-31T13:12:00,31.74353,32.97784,11.8,235.0,235,MV SYNTH-029,IMO9277800,ZVZG,70,0,172,24,15.6,Cargo,A
200000030,2024-05-31T13:12:00,33.46409,35.26178,10.3,265.5,265,MV SYNTH-030,IMO9195314,IOJT,80,0,108,16,14.9,Tanker,A
200000032,2024-05-31T13:12:00,31.2132,31.71715,10.2,49.1,49,MV SYNTH-032,IMO9334780,DIWY,52,0,310,45,16.4,Tug,A
200000033,2024-05-31T13:12:00,33.9637,32.58688,9.9,240.4,240,MV SYNTH-033,IMO9764200,TRRM,80,0,205,29,11.5,Tanker,A
200000035,2024-05-31T13:12:00,31.93051,34.11446,18.7,225.7,225,MV SYNTH-035,IMO9202511,VCMO,60,0,294,38,8.4,Passenger,A
200000037,2024-05-31T13:12:00,32.07477,32.07428,10.7,109.2,109,MV SYNTH-037,IMO9252612,GSEJ,80,0,127,17,13.2,Tanker,A
200000038,2024-05-31T13:12:00,32.56699,33.68489,8.6,195.9,195,MV SYNTH-038,IMO9904814,YJNJ,30,0,159,22,16.8,Fishing,A
200000039,2024-05-31T13:12:00,31.47439,33.33248,7.9,4.6,4,MV SYNTH-039,IMO9557350,JVEL,52,0,219,34,10.1,Tug,A
412345678,2024-05-31T13:12:00,33.16292,36.79873,12.4,254.0,254,MT SYNTH-SUSPECT,IMO9066172,GMLQ,80,0,124,18,15.6,Tanker,A
